,id,AFDB50_highest_Tm
1088,droso_1459,0.4855
1089,droso_1486,0.7954
1090,droso_1509,0.3308
1091,droso_1556,0.3646
1092,droso_244,0.9532
1093,droso_2473,0.2762
1094,droso_2492,0.4458
1095,droso_2510,0.3025
1096,droso_2549,0.5846
1097,droso_2575,0.262
1098,droso_259,0.4825
1099,droso_2624,0.1657
1100,droso_2646,0.8429
1101,droso_3860,0.5067
1102,droso_388,0.3505
1103,droso_390,0.5069
1104,droso_3948,0.965
1105,droso_3975,0.1877
1106,droso_3998,0.3544
1107,droso_4025,0.3861
1108,droso_4048,0.3599
1109,droso_4068,0.419
1110,droso_4094,0.2969
1111,droso_3966,0.7463
1112,droso_4043,0.5183
1113,droso_4082,0.2369
1114,droso_4131,0.3141
1115,droso_4211,0.6987
1116,droso_4231,0.3901
1117,droso_4264,0.3584
1118,droso_3121,0.2393
1119,droso_315,0.3607
1120,droso_3179,0.3324
1121,droso_3225,0.5283
1122,droso_3295,0.6592
1123,droso_3315,0.4063
1124,droso_3338,0.2656
1125,droso_2854,0.4201
1126,droso_2884,0.5133
1127,droso_2906,0.9186
1128,droso_2936,0.3181
1129,droso_2963,0.3436
1130,droso_2992,0.9922
1131,droso_310,0.5327
1132,droso_3136,0.5501
1133,droso_4818,0.8526
1134,droso_490,0.3138
1135,droso_4951,0.2024
1136,droso_4976,0.4749
1137,droso_5010,0.2713
1138,droso_5028,0.6712
1139,droso_5046,0.8469
1140,droso_5071,0.534
1141,droso_5108,0.6012
1142,droso_5128,0.2879
1143,droso_4272,0.3272
1144,droso_4302,0.3819
1145,droso_4329,0.6043
1146,droso_4399,0.9821
1147,droso_4453,0.6524
1148,droso_4469,0.6584
1149,droso_4531,0.3912
1150,droso_4549,0.2378
1151,droso_4572,0.2794
1152,droso_4589,0.6974
1153,droso_2587,0.2888
1154,droso_2600,0.5732
1155,droso_2625,0.2967
1156,droso_2648,0.6452
1157,droso_2712,0.3622
1158,droso_2734,0.4274
1159,droso_2760,0.1473
1160,droso_2786,0.8204
1161,droso_2809,0.68
1162,droso_284,0.6001
1163,droso_5714,0.8739
1164,droso_5780,0.4507
1165,droso_5858,0.4137
1166,droso_5887,0.4221
1167,droso_5914,0.5729
1168,droso_5954,0.303
1169,droso_5976,0.1762
1170,droso_5996,0.9841
1171,droso_6607,0.615
1172,droso_6633,0.8391
1173,droso_6662,0.9105
1174,droso_668,0.7877
1175,droso_674,0.2032
1176,droso_695,0.6421
1177,droso_722,0.8686
1178,droso_848,0.9692
1179,droso_5100,0.2755
1180,droso_5153,0.2133
1181,droso_5183,0.3343
1182,droso_5204,0.7574
1183,droso_5231,0.8962
1184,droso_5256,0.6645
1185,droso_5280,0.4991
1186,droso_5309,0.5486
1187,droso_5336,0.06742999999999999
1188,droso_2589,0.251
1189,droso_2615,0.3492
1190,droso_2663,0.4107
1191,droso_26,0.2086
1192,droso_2721,0.642
1193,droso_2746,0.4076
1194,droso_2772,0.5917
1195,droso_2836,0.1463
1196,droso_2869,0.5712
1197,droso_5770,0.7435
1198,droso_5787,0.415
1199,droso_583,0.6419
1200,droso_586,0.358
1201,droso_5895,0.3876
1202,droso_5922,0.7883
1203,droso_5947,0.2349
1204,droso_5982,0.7043
1205,droso_1253,0.1811
1206,droso_1277,0.2484
1207,droso_1303,0.1695
1208,droso_1343,0.609
1209,droso_1367,0.5783
1210,droso_1402,0.3815
1211,droso_1423,0.1528
1212,droso_1464,0.3901
1213,droso_148,0.059379999999999995
1214,droso_3747,0.217
1215,droso_3771,0.963
1216,droso_3836,0.8258
1217,droso_3864,0.1103
1218,droso_3891,0.5325
1219,droso_3954,0.9711
1220,droso_3988,0.5021
1221,droso_4006,0.2455
1222,droso_3117,0.5523
1223,droso_3142,0.9124
1224,droso_3240,0.2329
1225,droso_3296,0.5398
1226,droso_3317,0.9147
1227,droso_3345,0.8542
1228,droso_3364,0.3101
1229,droso_338,0.2627
1230,droso_3412,0.1754
1231,droso_6066,0.8444
1232,droso_6140,0.3548
1233,droso_6169,0.5743
1234,droso_6195,0.6472
1235,droso_6226,0.7444
1236,droso_6246,0.411
1237,droso_626,0.5162
1238,droso_3271,0.7577
1239,droso_3299,0.8325
1240,droso_3325,0.1902
1241,droso_3348,0.2182
1242,droso_3368,0.8745
1243,droso_3443,0.1651
1244,droso_3482,0.5081
1245,droso_351,0.2992
1246,droso_3546,0.3614
1247,droso_5570,0.4242
1248,droso_5595,0.8623
1249,droso_5642,0.5456
1250,droso_5667,0.7539
1251,droso_574,0.2472
1252,droso_5773,0.3235
1253,droso_5797,0.6332
1254,droso_5863,0.2884
1255,droso_4367,0.8246
1256,droso_4395,0.7639
1257,droso_4473,0.7618
1258,droso_450,0.7961
1259,droso_4537,0.2591
1260,droso_4555,0.8676
1261,droso_4590,0.5435
1262,droso_4609,0.2153
1263,droso_4633,0.4477
1264,droso_465,0.6374
1265,droso_4925,0.4332
1266,droso_4954,0.2585
1267,droso_4977,0.3329
1268,droso_5016,0.4507
1269,droso_5043,0.5359
1270,droso_5136,0.4282
1271,droso_5157,0.9544
1272,droso_5187,0.1897
1273,droso_1807,0.523
1274,droso_1841,0.292
1275,droso_1862,0.4248
1276,droso_1882,0.8418
1277,droso_1933,0.4392
1278,droso_1651,0.6168
1279,droso_1671,0.6222
1280,droso_1697,0.4719
1281,droso_1721,0.3573
1282,droso_1746,0.3431
1283,droso_1777,0.7445
1284,droso_1812,0.1749
1285,droso_185,0.2249
1286,droso_1878,0.4016
1287,droso_1895,0.5748
1288,droso_3552,0.263
1289,droso_3575,0.2346
1290,droso_3667,0.249
1291,droso_3705,0.204
1292,droso_3772,0.2901
1293,droso_37,0.7035
1294,droso_380,0.2458
1295,droso_3846,0.644
1296,droso_2050,0.3699
1297,droso_2074,0.5145
1298,droso_2096,0.2865
1299,droso_2146,0.2736
1300,droso_2166,0.2799
1301,droso_218,0.5815
1302,droso_2209,0.6614
1303,droso_225,0.7848
1304,droso_1048,0.3716
1305,droso_1080,0.6042
1306,droso_1098,0.4425
1307,droso_1114,0.2787
1308,droso_1137,0.1526
1309,droso_1199,0.4252
1310,droso_121,0.2677
1311,droso_1243,0.8013
1312,droso_1267,0.5424
1313,droso_12,0.5661
1314,droso_3137,0.744
1315,droso_317,0.2244
1316,droso_3246,0.5144
1317,droso_3274,0.4907
1318,droso_3323,0.6448
1319,droso_3343,0.4895
1320,droso_3375,0.909
1321,droso_3398,0.1998
1322,droso_3422,0.7252
1323,droso_5241,0.6637
1324,droso_5276,0.3896
1325,droso_5289,0.4424
1326,droso_5314,0.4465
1327,droso_5330,0.307
1328,droso_5364,0.3422
1329,droso_5427,0.1044
1330,droso_5440,0.123
1331,droso_546,0.4297
1332,droso_5495,0.2976
1333,droso_5630,0.4071
1334,droso_5655,0.2809
1335,droso_5679,0.2231
1336,droso_5699,0.4532
1337,droso_5715,0.6205
1338,droso_5738,0.4792
1339,droso_5763,0.8497
1340,droso_5791,0.8151
1341,droso_5817,0.2658
1342,droso_780,0.583
1343,droso_803,0.2839
1344,droso_827,0.5018
1345,droso_849,0.2359
1346,droso_879,0.6502
1347,droso_91,0.2222
1348,droso_943,0.2615
1349,droso_962,0.3213
1350,droso_986,0.459
1351,droso_2460,0.1556
1352,droso_2482,0.4841
1353,droso_2507,0.5399
1354,droso_2526,0.3582
1355,droso_2557,0.6269
1356,droso_2617,0.3769
1357,droso_2656,0.259
1358,droso_2676,0.5767
1359,droso_2722,0.3546
1360,droso_541,0.2956
1361,droso_5461,0.3414
1362,droso_5491,0.5406
1363,droso_5514,0.6608
1364,droso_5535,0.5669
1365,droso_5556,0.469
1366,droso_5576,0.2811
1367,droso_5601,0.869
1368,droso_685,0.5352
1369,droso_704,0.5541
1370,droso_758,0.3912
1371,droso_779,0.7151
1372,droso_882,0.2534
1373,droso_905,0.314
1374,droso_933,0.5583
1375,droso_968,0.4733
1376,droso_991,0.263
1377,droso_3162,0.8189
1378,droso_3181,0.6792
1379,droso_3237,0.4225
1380,droso_3264,0.2467
1381,droso_3292,0.4344
1382,droso_3320,0.6246
1383,droso_3342,0.4252
1384,droso_3391,0.2147
1385,droso_1028,0.6033
1386,droso_1040,0.5434
1387,droso_1089,0.276
1388,droso_1108,0.5111
1389,droso_111,0.2879
1390,droso_1160,0.6081
1391,droso_1214,0.4532
1392,droso_1118,0.7133
1393,droso_1157,0.4419
1394,droso_1182,0.3833
1395,droso_1203,0.4348
1396,droso_1261,0.9391
1397,droso_1297,0.6565
1398,droso_1318,0.2435
1399,droso_1381,0.6936
1400,droso_1438,0.6179
1401,droso_819,0.8242
1402,droso_843,0.4152
1403,droso_872,0.5916
1404,droso_927,0.2026
1405,droso_946,0.2908
1406,droso_96,0.2142
1407,droso_1005,0.8172
1408,droso_102,0.6831
1409,droso_1096,0.5857
1410,droso_1112,0.8001
1411,droso_2766,0.2543
1412,droso_2790,0.4309
1413,droso_280,0.4149
1414,droso_2833,0.2688
1415,droso_2855,0.4487
1416,droso_2882,0.7968
1417,droso_2903,0.8916
1418,droso_2947,0.3889
1419,droso_3003,0.4032
1420,droso_3309,0.497
1421,droso_3332,0.3546
1422,droso_3356,0.577
1423,droso_339,0.2064
1424,droso_3425,0.4246
1425,droso_3453,0.2615
1426,droso_3474,0.3791
1427,droso_3492,0.3662
1428,droso_3517,0.5292
1429,droso_3550,0.3053
1430,droso_2664,0.2845
1431,droso_2685,0.5671
1432,droso_2708,0.2955
1433,droso_2736,0.4871
1434,droso_2782,0.7288
1435,droso_2830,0.4195
1436,droso_2852,0.3297
1437,droso_2872,0.2662
1438,droso_3785,0.8534
1439,droso_3810,0.4526
1440,droso_3844,0.8557
1441,droso_3850,0.8529
1442,droso_3881,0.4719
1443,droso_392,0.4095
1444,droso_3955,0.9466
1445,droso_4012,0.1375
1446,droso_4030,0.3079
1447,droso_3503,0.2096
1448,droso_3525,0.2382
1449,droso_3548,0.2265
1450,droso_3572,0.2706
1451,droso_3596,0.4643
1452,droso_3632,0.4065
1453,droso_3653,0.3346
1454,droso_3683,0.4594
1455,droso_3703,0.8308
1456,droso_1580,0.8318
1457,droso_1626,0.5732
1458,droso_1672,0.2653
1459,droso_1688,0.122
1460,droso_1711,0.5876
1461,droso_1755,0.476
1462,droso_177,0.7305
1463,droso_1816,0.4019
1464,droso_1357,0.4534
1465,droso_1388,0.295
1466,droso_140,0.2273
1467,droso_1432,0.6982
1468,droso_1500,0.2156
1469,droso_1521,0.4316
1470,droso_1552,0.313
1471,droso_1576,0.4588
1472,droso_1600,0.634
1473,droso_2716,0.2728
1474,droso_2740,0.4852
1475,droso_2765,0.6733
1476,droso_2795,0.3016
1477,droso_2825,0.4366
1478,droso_2858,0.372
1479,droso_2908,0.7128
1480,droso_2941,0.4037
1481,droso_6696,0.7878
1482,droso_684,0.2276
1483,droso_70,0.3802
1484,droso_748,0.5475
1485,droso_782,0.4365
1486,droso_836,0.1368
1487,droso_857,0.3787
1488,droso_880,0.5662
1489,droso_902,0.3028
1490,droso_5322,0.6679
1491,droso_5370,0.4479
1492,droso_5384,0.2842
1493,droso_5408,0.421
1494,droso_5435,0.743
1495,droso_5463,0.6862
1496,droso_5501,0.938
1497,droso_5641,0.5258
1498,droso_6159,0.51
1499,droso_6211,0.3628
1500,droso_6238,0.6661
1501,droso_6272,0.4263
1502,droso_6295,0.4009
1503,droso_6328,0.2589
1504,droso_6362,0.318
1505,droso_6386,0.6986
1506,droso_6423,0.6862
1507,droso_6450,0.5786
1508,droso_2329,0.3757
1509,droso_2352,0.8815
1510,droso_2382,0.649
1511,droso_2409,0.3475
1512,droso_2433,0.3717
1513,droso_2459,0.6682
1514,droso_2548,0.3038
1515,droso_1125,0.7322
1516,droso_1169,0.5087
1517,droso_1189,0.2995
1518,droso_1226,0.2722
1519,droso_1249,0.2384
1520,droso_1271,0.1906
1521,droso_1296,0.1393
1522,droso_1319,0.4651
1523,droso_1335,0.5609
1524,droso_5404,0.2793
1525,droso_5428,0.1749
1526,droso_5453,0.4738
1527,droso_5466,0.744
1528,droso_5578,0.2144
1529,droso_5603,0.6795
1530,droso_5629,0.7337
1531,droso_5656,0.6108
1532,droso_567,0.2779
1533,droso_5700,0.6985
1534,droso_3379,0.4205
1535,droso_33,0.6517
1536,droso_3424,0.2173
1537,droso_3450,0.4667
1538,droso_3493,0.9553
1539,droso_3516,0.5204
1540,droso_3543,0.3011
1541,droso_3579,0.461
1542,droso_3600,0.6534
1543,droso_3633,0.5177
1544,droso_214,0.4464
1545,droso_2169,0.5616
1546,droso_2186,0.3012
1547,droso_2208,0.5464
1548,droso_2279,0.2987
1549,droso_2335,0.3101
1550,droso_2364,0.3469
1551,droso_2381,0.354
1552,droso_2401,0.726
1553,droso_2440,0.2731
1554,droso_2099,0.4123
1555,droso_2133,0.2687
1556,droso_2194,0.3309
1557,droso_2213,0.2981
1558,droso_2258,0.4444
1559,droso_2281,0.637
1560,droso_2302,0.5921
1561,droso_2322,0.6211
1562,droso_4691,0.1436
1563,droso_4717,0.6754
1564,droso_4748,0.4092
1565,droso_4774,0.427
1566,droso_4828,0.4833
1567,droso_484,0.2843
1568,droso_4870,0.2561
1569,droso_4897,0.5473
1570,droso_4919,0.4624
1571,droso_4225,0.05649
1572,droso_4250,0.1264
1573,droso_4298,0.1976
1574,droso_4404,0.3367
1575,droso_4420,0.2248
1576,droso_4449,0.4597
1577,droso_4476,0.9408
1578,droso_4601,0.6034
1579,droso_1465,0.1971
1580,droso_1485,0.7162
1581,droso_1516,0.24
1582,droso_1541,0.5116
1583,droso_1575,0.1942
1584,droso_1598,0.1641
1585,droso_1616,0.2423
1586,droso_1640,0.3752
1587,droso_1667,0.3328
1588,droso_5532,0.8864
1589,droso_5579,0.3847
1590,droso_5604,0.6838
1591,droso_5664,0.7658
1592,droso_5685,0.9387
1593,droso_5744,0.477
1594,droso_5762,0.9858
1595,droso_1877,0.4057
1596,droso_1926,0.6028
1597,droso_1965,0.1822
1598,droso_1991,0.3548
1599,droso_2039,0.2576
1600,droso_2073,0.5651
1601,droso_2109,0.4122
1602,droso_2139,0.216
1603,droso_1950,0.3984
1604,droso_199,0.1875
1605,droso_2045,0.6663
1606,droso_2068,0.3929
1607,droso_2098,0.3351
1608,droso_2122,0.5122
1609,droso_2155,0.2316
1610,droso_2171,0.2455
1611,droso_3499,0.368
1612,droso_3562,0.3036
1613,droso_3586,0.3778
1614,droso_3616,0.4036
1615,droso_3658,0.3298
1616,droso_3674,0.2658
1617,droso_3693,0.7057
1618,droso_6701,0.4719
1619,droso_683,0.5415
1620,droso_702,0.2827
1621,droso_727,0.3635
1622,droso_778,0.5288
1623,droso_802,0.2693
1624,droso_820,0.5198
1625,droso_844,0.2556
1626,droso_874,0.3416
1627,droso_549,0.4156
1628,droso_5527,0.7399
1629,droso_5608,0.2845
1630,droso_5625,0.921
1631,droso_5660,0.3668
1632,droso_5683,0.5757
1633,droso_5734,0.4937
1634,droso_5756,0.6035
1635,droso_2005,0.2457
1636,droso_2029,0.3642
1637,droso_2053,0.7247
1638,droso_2083,0.7367
1639,droso_2113,0.5045
1640,droso_2142,0.641
1641,droso_2160,0.4541
1642,droso_2182,0.4834
1643,droso_2216,0.3511
1644,droso_6052,0.3918
1645,droso_6077,0.3738
1646,droso_6199,0.1403
1647,droso_6221,0.3566
1648,droso_6248,0.7512
1649,droso_6278,0.5231
1650,droso_6304,0.8229
1651,droso_6347,0.3985
1652,droso_1789,0.3818
1653,droso_1814,0.1956
1654,droso_1834,0.6724
1655,droso_1896,0.5539
1656,droso_191,0.3348
1657,droso_1945,0.4149
1658,droso_1967,0.4205
1659,droso_2017,0.08528
1660,droso_2042,0.2958
1661,droso_303,0.2252
1662,droso_3061,0.4133
1663,droso_3083,0.376
1664,droso_3107,0.1715
1665,droso_3168,0.2678
1666,droso_318,0.1367
1667,droso_3216,0.2677
1668,droso_1002,0.6722
1669,droso_1159,0.3207
1670,droso_1184,0.8827
1671,droso_1204,0.1519
1672,droso_1240,0.251
1673,droso_1260,0.6704
1674,droso_1307,0.936
1675,droso_1629,0.4819
1676,droso_1662,0.386
1677,droso_1682,0.6
1678,droso_1701,0.3547
1679,droso_1726,0.5319
1680,droso_174,0.4309
1681,droso_1769,0.3055
1682,droso_1835,0.191
1683,droso_1860,0.3427
1684,droso_2084,0.6044
1685,droso_2131,0.2727
1686,droso_2197,0.6433
1687,droso_2298,0.4093
1688,droso_2340,0.4178
1689,droso_2368,0.5438
1690,droso_1738,0.1557
1691,droso_1760,0.8166
1692,droso_1782,0.3016
1693,droso_1800,0.439
1694,droso_1825,0.6302
1695,droso_1852,0.7731
1696,droso_1875,0.3328
1697,droso_1891,0.3928
1698,droso_1914,0.5174
1699,droso_1953,0.2876
1700,droso_4011,0.3249
1701,droso_4035,0.8548
1702,droso_4067,0.3616
1703,droso_4090,0.0613
1704,droso_4103,0.3974
1705,droso_4157,0.3672
1706,droso_4188,0.1392
1707,droso_4215,0.264
1708,droso_1578,0.2802
1709,droso_15,0.5104
1710,droso_1620,0.4913
1711,droso_1659,0.7171
1712,droso_1749,0.4697
1713,droso_1776,0.2134
1714,droso_1795,0.7102
1715,droso_1820,0.6921
1716,droso_3093,0.2539
1717,droso_3113,0.753
1718,droso_314,0.6814
1719,droso_3173,0.7312
1720,droso_3194,0.7991
1721,droso_3221,0.5046
1722,droso_3254,0.4661
1723,droso_3280,0.3465
1724,droso_3307,0.4101
1725,droso_5628,0.2118
1726,droso_5650,0.4132
1727,droso_5675,0.82
1728,droso_5696,0.5585
1729,droso_5741,0.6703
1730,droso_5767,0.4133
1731,droso_5793,0.5299
1732,droso_5830,0.4955
1733,droso_5857,0.4922
1734,droso_5358,0.9067
1735,droso_5397,0.169
1736,droso_5416,0.252
1737,droso_5448,0.302
1738,droso_5467,0.4797
1739,droso_548,0.2622
1740,droso_5510,0.2567
1741,droso_5537,0.9342
1742,droso_5572,0.4967
1743,droso_5594,0.7719
1744,droso_2312,0.2361
1745,droso_2327,0.3781
1746,droso_236,0.505
1747,droso_2434,0.522
1748,droso_2456,0.3546
1749,droso_2486,0.5192
1750,droso_2505,0.8701
1751,droso_2541,0.1786
1752,droso_2563,0.7719
1753,droso_2637,0.3256
1754,droso_5508,0.4557
1755,droso_552,0.7162
1756,droso_5553,0.3426
1757,droso_5593,0.733
1758,droso_5653,0.4904
1759,droso_5670,0.758
1760,droso_5702,0.6376
1761,droso_5730,0.4796
1762,droso_5758,0.5181
1763,droso_5786,0.3109
1764,droso_6545,0.3544
1765,droso_6575,0.1413
1766,droso_6583,0.2564
1767,droso_6605,0.3962
1768,droso_6635,0.5395
1769,droso_6658,0.8126
1770,droso_6679,0.7665
1771,droso_6,0.3233
1772,droso_72,0.7855
1773,droso_2961,0.4023
1774,droso_3009,0.5067
1775,droso_3038,0.207
1776,droso_3059,0.2944
1777,droso_3092,0.3353
1778,droso_3130,0.3949
1779,droso_3156,0.7019
1780,droso_3182,0.2305
1781,droso_1179,0.6639
1782,droso_1241,0.3464
1783,droso_1266,0.27
1784,droso_1293,0.3362
1785,droso_1317,0.217
1786,droso_1362,0.5312
1787,droso_1386,0.1828
1788,droso_1407,0.5015
1789,droso_1437,0.341
1790,droso_5021,0.5628
1791,droso_5070,0.5011
1792,droso_5096,0.2544
1793,droso_5121,0.1454
1794,droso_5163,0.7639
1795,droso_5224,0.6009
1796,droso_5250,0.3819
1797,droso_5278,0.3648
1798,droso_6480,0.3494
1799,droso_6510,0.7456
1800,droso_6601,0.7741
1801,droso_662,0.2489
1802,droso_6654,0.8284
1803,droso_672,0.2474
1804,droso_696,0.3268
1805,droso_719,0.3402
1806,droso_735,0.7404
1807,droso_2089,0.6174
1808,droso_2111,0.5955
1809,droso_2149,0.3805
1810,droso_2170,0.08155
1811,droso_2193,0.7077
1812,droso_2219,0.2525
1813,droso_2239,0.5726
1814,droso_2276,0.6833
1815,droso_2358,0.9306
1816,droso_2421,0.3904
1817,droso_2973,0.5173
1818,droso_301,0.7079
1819,droso_3045,0.598
1820,droso_3065,0.8878
1821,droso_308,0.8269
1822,droso_3175,0.5696
1823,droso_3197,0.7497
1824,droso_3284,0.7165
1825,droso_3313,0.33
1826,droso_4175,0.309
1827,droso_4201,0.3817
1828,droso_4227,0.3818
1829,droso_4284,0.4252
1830,droso_4310,0.6097
1831,droso_4344,0.4849
1832,droso_4409,0.6099
1833,droso_4435,0.5816
1834,droso_3569,0.1816
1835,droso_3590,0.3463
1836,droso_3609,0.2323
1837,droso_3637,0.29
1838,droso_365,0.282
1839,droso_3684,0.8603
1840,droso_3727,0.5737
1841,droso_3750,0.3169
1842,droso_3770,0.4147
1843,droso_3797,0.8909
1844,droso_2283,0.4234
1845,droso_2311,0.4104
1846,droso_2346,0.2702
1847,droso_2406,0.5699
1848,droso_2457,0.6389
1849,droso_2484,0.2592
1850,droso_2500,0.4608
1851,droso_2564,0.304
1852,droso_3506,0.2323
1853,droso_3523,0.3955
1854,droso_3544,0.4633
1855,droso_3570,0.3076
1856,droso_3597,0.117
1857,droso_3619,0.4954
1858,droso_3647,0.134
1859,droso_3663,0.1737
1860,droso_3702,0.3055
1861,droso_3718,0.5231
1862,droso_1910,0.4931
1863,droso_1937,0.6347
1864,droso_2011,0.5263
1865,droso_2041,0.466
1866,droso_20,0.2287
1867,droso_2124,0.7583
1868,droso_2156,0.4212
1869,droso_219,0.6175
1870,droso_416,0.9145
1871,droso_4212,0.3945
1872,droso_4240,0.4969
1873,droso_4267,0.6791
1874,droso_4315,0.061470000000000004
1875,droso_4323,0.3868
1876,droso_4371,0.7769
1877,droso_4410,0.6234
1878,droso_4268,0.4448
1879,droso_4304,0.4569
1880,droso_4334,0.4381
1881,droso_4370,0.3931
1882,droso_438,0.7144
1883,droso_4434,0.582
1884,droso_4461,0.3927
1885,droso_4487,0.6095
1886,droso_4507,0.04434
1887,droso_5409,0.3705
1888,droso_5430,0.6779
1889,droso_5460,0.9002
1890,droso_5511,0.1426
1891,droso_5533,0.5383
1892,droso_5554,0.5326
1893,droso_5581,0.4642
1894,droso_306,0.5672
1895,droso_3145,0.8825
1896,droso_3208,0.3495
1897,droso_3233,0.3423
1898,droso_325,0.8981
1899,droso_3288,0.4554
1900,droso_3322,0.6168
1901,droso_3350,0.2328
1902,droso_3373,0.6333
1903,droso_6223,0.3635
1904,droso_6254,0.1799
1905,droso_6261,0.378
1906,droso_6284,0.7595
1907,droso_6409,0.7307
1908,droso_6438,0.6903
1909,droso_6457,0.3992
1910,droso_6488,0.4548
1911,droso_3714,0.7635
1912,droso_374,0.4865
1913,droso_379,0.3473
1914,droso_3826,0.8314
1915,droso_3865,0.2164
1916,droso_387,0.5977
1917,droso_391,0.4613
1918,droso_3951,0.9315
1919,droso_3032,0.7007
1920,droso_30,0.253
1921,droso_3153,0.2464
1922,droso_3192,0.361
1923,droso_3211,0.6374
1924,droso_3268,0.504
1925,droso_4649,0.6703
1926,droso_4699,0.3319
1927,droso_4718,0.8693
1928,droso_4743,0.4165
1929,droso_4768,0.4203
1930,droso_4791,0.281
1931,droso_4809,0.7105
1932,droso_4864,0.5688
1933,droso_6188,0.8361
1934,droso_6264,0.2248
1935,droso_6296,0.1518
1936,droso_6446,0.5877
1937,droso_6503,0.5877
1938,droso_6546,0.8688
1939,droso_6570,0.6075
1940,droso_65,0.1865
1941,droso_1959,0.2539
1942,droso_203,0.2
1943,droso_2058,0.7795
1944,droso_2088,0.7099
1945,droso_2108,0.6581
1946,droso_2141,0.8985
1947,droso_2167,0.6576
1948,droso_2188,0.4647
1949,droso_2222,0.4058
1950,droso_2249,0.6206
1951,droso_5385,0.4314
1952,droso_540,0.6277
1953,droso_5431,0.4201
1954,droso_5438,0.2457
1955,droso_5464,0.4063
1956,droso_5503,0.839
1957,droso_5551,0.4302
1958,droso_5574,0.4989
1959,droso_6111,0.8225
1960,droso_6147,0.4641
1961,droso_6201,0.4916
1962,droso_6237,0.3356
1963,droso_6262,0.1554
1964,droso_6281,0.5187
1965,droso_6310,0.6957
1966,droso_6398,0.7416
1967,droso_6468,0.6937
1968,droso_6699,0.9063
1969,droso_761,0.3308
1970,droso_786,0.8845
1971,droso_841,0.3559
1972,droso_888,0.164
1973,droso_908,0.1471
1974,droso_931,0.6803
1975,droso_953,0.2286
1976,droso_3393,0.6517
1977,droso_3447,0.7757
1978,droso_3502,0.2173
1979,droso_35,0.5294
1980,droso_3624,0.3259
1981,droso_3650,0.6245
1982,droso_3679,0.3499
1983,droso_3700,0.4258
1984,droso_2488,0.3273
1985,droso_2509,0.5347
1986,droso_255,0.3452
1987,droso_2590,0.3028
1988,droso_2622,0.8297
1989,droso_2643,0.3191
1990,droso_2671,0.4241
1991,droso_2700,0.2655
1992,droso_2719,0.5446
1993,droso_635,0.4013
1994,droso_6404,0.6666
1995,droso_6424,0.5241
1996,droso_6482,0.6981
1997,droso_6507,0.2656
1998,droso_6538,0.4465
1999,droso_6560,0.1697
2000,droso_6585,0.4835
2001,droso_6611,0.8517
2002,droso_808,0.6207
2003,droso_831,0.5934
2004,droso_861,0.6515
2005,droso_895,0.515
2006,droso_918,0.608
2007,droso_937,0.8202
2008,droso_988,0.4993
2009,droso_1012,0.7112
2010,droso_2066,0.5723
2011,droso_2092,0.2486
2012,droso_2110,0.8043
2013,droso_2134,0.9003
2014,droso_2255,0.703
2015,droso_2303,0.3267
2016,droso_2336,0.2736
2017,droso_4276,0.4935
2018,droso_4305,0.9363
2019,droso_4352,0.3866
2020,droso_4373,0.3002
2021,droso_4407,0.9643
2022,droso_4425,0.2347
2023,droso_4446,0.514
2024,droso_4481,0.3397
2025,droso_4515,0.2381
2026,droso_5470,0.5913
2027,droso_5519,0.2747
2028,droso_5544,0.3792
2029,droso_5575,0.4321
2030,droso_5605,0.256
2031,droso_5623,0.2977
2032,droso_5649,0.7791
2033,droso_5674,0.9012
2034,droso_5742,0.532
2035,droso_3748,0.2567
2036,droso_3765,0.4852
2037,droso_3790,0.9669
2038,droso_3832,0.9857
2039,droso_3853,0.9705
2040,droso_3884,0.4826
2041,droso_3906,0.5749
2042,droso_3939,0.4709
2043,droso_287,0.2212
2044,droso_2901,0.9536
2045,droso_2954,0.4886
2046,droso_2988,0.6357
2047,droso_3024,0.5393
2048,droso_3042,0.741
2049,droso_3561,0.5062
2050,droso_3610,0.9854
2051,droso_3660,0.9583
2052,droso_3711,0.4391
2053,droso_3735,0.2467
2054,droso_3756,0.3504
2055,droso_3774,0.9622
2056,droso_3818,0.06042
2057,droso_2754,0.4028
2058,droso_2800,0.4351
2059,droso_2829,0.3206
2060,droso_2888,0.6061
2061,droso_2917,0.4914
2062,droso_2968,0.9383
2063,droso_3094,0.3656
2064,droso_6088,0.6355
2065,droso_6114,0.4153
2066,droso_6139,0.9651
2067,droso_6179,0.8161
2068,droso_6205,0.5752
2069,droso_6243,0.433
2070,droso_6280,0.7902
2071,droso_6314,0.4492
2072,droso_633,0.407
2073,droso_2682,0.4356
2074,droso_2706,0.2571
2075,droso_2728,0.5543
2076,droso_2756,0.4494
2077,droso_2815,0.2476
2078,droso_283,0.3957
2079,droso_2885,0.3857
2080,droso_2910,0.2859
2081,droso_2934,0.2392
2082,droso_2645,0.7109
2083,droso_2670,0.5326
2084,droso_2704,0.3099
2085,droso_2726,0.674
2086,droso_2796,0.3743
2087,droso_2820,0.7543
2088,droso_3034,0.3548
2089,droso_3062,0.2572
2090,droso_4270,0.4524
2091,droso_4325,0.4906
2092,droso_4356,0.9929
2093,droso_4436,0.3643
2094,droso_4463,0.8067
2095,droso_4496,0.3397
2096,droso_4516,0.655
2097,droso_456,0.3901
2098,droso_4588,0.8215
2099,droso_4626,0.2855
2100,droso_164,0.3691
2101,droso_1673,0.3097
2102,droso_1694,0.5896
